transaction_id,customer_id,timestamp,amount,transaction_type,location,device,merchant_category,is_suspicious
T013141,C0192,2025-10-21 17:39:12.988110,4945.48,debit,Kolkata,POS,Shopping,0
T013142,C0730,2025-12-25 04:36:12.988110,2782.12,debit,Hyderabad,Online,Shopping,0
T013143,C0214,2025-11-17 04:34:12.988110,7780.63,debit,Kolkata,Mobile Banking,Travel,0
T013144,C0574,2025-09-27 15:07:12.988110,555.55,credit,Delhi,POS,Electronics,0
T013145,C1352,2025-08-14 18:12:12.988110,4352.05,debit,Delhi,ATM,Utilities,0
T013146,C0957,2025-10-13 09:18:12.988110,237.61,debit,Kolkata,Mobile Banking,Shopping,0
T013147,C0381,2026-01-23 02:34:12.988110,849.02,debit,Delhi,Online,Fuel,1
T013148,C0673,2025-11-14 06:55:12.988110,4567.39,debit,Hyderabad,Online,Fuel,0
T013149,C1602,2025-10-31 00:14:12.988110,1838.01,debit,Kolkata,Online,Shopping,1
T013150,C0798,2026-01-31 21:09:12.988110,1522.28,debit,Delhi,POS,Travel,0
T013151,C0239,2025-10-02 23:56:12.988110,15599.53,credit,Chennai,Online,Utilities,0
T013152,C1556,2025-12-20 09:27:12.988110,2277.79,debit,Mumbai,Online,Restaurant,0
T013153,C0700,2025-12-01 01:32:12.988110,4159.08,debit,Hyderabad,ATM,Shopping,1
T013154,C1106,2025-09-10 15:44:12.988110,3820.52,debit,Delhi,ATM,Grocery,0
T013155,C1387,2025-09-12 06:21:12.988110,320.12,debit,Mumbai,POS,Restaurant,0
T013156,C0505,2026-01-18 16:38:12.988110,5608.52,credit,Chennai,Online,Grocery,0
T013157,C0202,2025-11-14 17:01:12.988110,3596.44,debit,Hyderabad,Mobile Banking,Travel,0
T013158,C0920,2025-12-04 19:21:12.988110,2401.62,debit,Mumbai,Online,Travel,0
T013159,C1528,2025-08-20 21:54:12.988110,341.48,debit,Chennai,Online,Grocery,0
T013160,C1668,2025-10-18 04:07:12.988110,1733.72,credit,Mumbai,Mobile Banking,Electronics,0
T013161,C0037,2025-10-04 15:40:12.988110,10774.94,debit,Kolkata,Online,Fuel,0
T013162,C0644,2025-10-15 09:55:12.988110,954.06,debit,Hyderabad,Mobile Banking,Travel,0
T013163,C1613,2025-11-15 04:43:12.988110,1238.04,debit,Mumbai,ATM,Shopping,0
T013164,C1625,2025-09-13 22:57:12.988110,1148.92,debit,Mumbai,ATM,Shopping,0
T013165,C1997,2025-11-29 07:18:12.988110,11073.09,credit,Mumbai,Online,Fuel,0
T013166,C1426,2025-09-23 03:22:12.988110,6019.79,debit,Hyderabad,Mobile Banking,Grocery,0
T013167,C0765,2025-09-07 07:44:12.988110,10678.71,credit,Kolkata,POS,Fuel,0
T013168,C1880,2026-01-03 23:30:12.988110,12252.32,credit,Mumbai,ATM,Restaurant,0
T013169,C0706,2025-12-19 19:15:12.988110,13153.19,debit,Kolkata,ATM,Utilities,0
T013170,C1200,2025-11-15 08:46:12.988110,3324.89,debit,Mumbai,Online,Travel,0
T013171,C0545,2025-08-25 16:38:12.988110,3233.45,credit,Kolkata,Mobile Banking,Fuel,0
T013172,C1594,2025-10-02 14:03:12.988110,8828.2,debit,Mumbai,ATM,Grocery,0
T013173,C1491,2025-10-21 17:36:12.988110,2016.79,debit,Delhi,POS,Travel,0
T013174,C1225,2025-10-05 22:08:12.988110,112.31,debit,Mumbai,ATM,Grocery,0
T013175,C0540,2025-10-19 01:39:12.988110,2013.95,debit,Delhi,Online,Grocery,1
T013176,C1571,2025-11-28 11:34:12.988110,6300.08,debit,Mumbai,POS,Shopping,0
T013177,C1017,2025-11-24 15:58:12.988110,659.74,debit,Chennai,Mobile Banking,Shopping,0
T013178,C1661,2025-09-14 01:00:12.988110,7680.49,debit,Delhi,ATM,Utilities,1
T013179,C0394,2026-01-14 07:32:12.988110,8449.83,debit,Mumbai,Online,Shopping,0
T013180,C0833,2025-11-05 06:24:12.988110,531.87,debit,Mumbai,Online,Shopping,0
T013181,C1066,2025-10-06 09:41:12.988110,514.81,debit,Kolkata,ATM,Utilities,0
T013182,C0597,2025-12-03 23:00:12.988110,1108.3,credit,Hyderabad,POS,Fuel,0
T013183,C0393,2025-12-11 19:26:12.988110,2203.31,debit,Delhi,Mobile Banking,Utilities,0
T013184,C0700,2026-01-16 10:08:12.988110,3804.28,debit,Kolkata,POS,Grocery,0
T013185,C1647,2025-11-30 23:46:12.988110,3323.21,debit,Delhi,Mobile Banking,Utilities,0
T013186,C1807,2025-11-11 23:22:12.988110,9592.35,debit,Chennai,ATM,Utilities,0
T013187,C0441,2025-10-27 23:46:12.988110,767.11,debit,Hyderabad,ATM,Travel,0
T013188,C1861,2026-01-03 02:40:12.988110,5979.57,debit,Hyderabad,Online,Restaurant,1
T013189,C1641,2025-10-24 09:12:12.988110,3980.18,credit,Hyderabad,POS,Grocery,0
T013190,C1530,2026-01-31 12:23:12.988110,6674.68,debit,Mumbai,POS,Restaurant,0
T013191,C0918,2026-01-18 01:00:12.988110,2092.34,debit,Chennai,POS,Shopping,1
T013192,C0320,2025-10-18 22:44:12.988110,3187.42,debit,Mumbai,POS,Travel,0
T013193,C0553,2025-09-17 23:48:12.988110,145.05,debit,Bangalore,ATM,Grocery,0
T013194,C1239,2025-11-22 07:05:12.988110,617.09,debit,Chennai,Mobile Banking,Travel,0
T013195,C1095,2025-10-23 16:24:12.988110,2349.98,credit,Kolkata,POS,Utilities,0
T013196,C0568,2026-01-09 12:53:12.988110,3281.71,credit,Kolkata,POS,Grocery,0
T013197,C0919,2025-11-06 16:58:12.988110,448.24,debit,Hyderabad,Mobile Banking,Electronics,0
T013198,C0236,2025-11-13 14:22:12.988110,8714.51,debit,Kolkata,Online,Fuel,0
T013199,C1305,2026-01-29 16:54:12.988110,14598.71,credit,Mumbai,Mobile Banking,Grocery,0
T013200,C0987,2025-08-30 06:50:12.988110,4536.62,debit,Delhi,Online,Shopping,0
T013201,C1641,2025-11-13 21:05:12.988110,274.4,debit,Delhi,POS,Travel,0
T013202,C1926,2025-09-08 02:25:12.988110,6712.85,debit,Chennai,ATM,Grocery,1
T013203,C1911,2025-11-20 10:42:12.988110,1224.16,debit,Hyderabad,POS,Travel,0
T013204,C1186,2026-01-15 08:48:12.988110,6614.75,debit,Delhi,POS,Shopping,0
T013205,C1215,2025-12-01 20:42:12.988110,2848.86,debit,Kolkata,POS,Fuel,0
T013206,C1033,2025-08-23 15:46:12.988110,274.53,debit,Hyderabad,POS,Shopping,0
T013207,C0060,2025-09-22 05:33:12.988110,1633.84,credit,Chennai,Online,Shopping,0
T013208,C0893,2026-01-02 10:46:12.988110,2784.61,debit,Chennai,Online,Travel,0
T013209,C1841,2025-10-15 11:11:12.988110,6663.77,debit,Hyderabad,Mobile Banking,Fuel,0
T013210,C0225,2025-11-14 18:57:12.988110,713.98,credit,Delhi,Online,Utilities,0
T013211,C1843,2025-09-01 15:50:12.988110,1691.38,debit,Delhi,ATM,Restaurant,0
T013212,C0700,2025-11-11 19:56:12.988110,436.17,debit,Mumbai,Mobile Banking,Shopping,0
T013213,C0582,2025-08-26 22:17:12.988110,4783.05,credit,Kolkata,Mobile Banking,Utilities,0
T013214,C1829,2025-08-15 18:45:12.988110,3214.85,debit,Chennai,Online,Grocery,0
T013215,C1311,2025-09-07 00:37:12.988110,13225.73,debit,Mumbai,ATM,Travel,1
T013216,C0994,2025-08-30 08:14:12.988110,6746.01,debit,Mumbai,ATM,Grocery,0
T013217,C0169,2026-01-29 13:30:12.988110,7522.85,debit,Delhi,POS,Travel,0
T013218,C1086,2025-12-30 13:57:12.988110,897.98,debit,Kolkata,Online,Grocery,0
T013219,C1373,2025-11-18 14:52:12.988110,1550.47,debit,Bangalore,ATM,Travel,0
T013220,C1466,2025-10-26 09:06:12.988110,3598.89,debit,Bangalore,POS,Electronics,0
T013221,C0014,2026-01-19 22:24:12.988110,67.88,credit,Mumbai,POS,Travel,0
T013222,C0164,2025-08-14 19:03:12.988110,10206.04,debit,Kolkata,Online,Utilities,0
T013223,C1444,2025-09-05 05:44:12.988110,7519.55,credit,Hyderabad,POS,Electronics,0
T013224,C0757,2025-08-13 23:34:12.988110,298.43,debit,Chennai,Online,Fuel,0
T013225,C1871,2025-09-22 08:09:12.988110,9453.5,debit,Hyderabad,POS,Fuel,0
T013226,C1544,2025-08-18 16:23:12.988110,22.49,debit,Bangalore,POS,Fuel,0
T013227,C1690,2025-11-12 07:56:12.988110,606.43,debit,Chennai,ATM,Electronics,0
T013228,C1572,2025-11-09 23:33:12.988110,284.78,debit,Kolkata,Mobile Banking,Fuel,0
T013229,C1584,2025-08-14 03:07:12.988110,3261.56,debit,Chennai,POS,Travel,0
T013230,C1621,2025-10-06 00:40:12.988110,7663.54,debit,Kolkata,POS,Fuel,1
T013231,C1052,2025-12-04 08:53:12.988110,983.36,debit,Hyderabad,Online,Fuel,0
T013232,C1732,2025-11-13 03:03:12.988110,7380.8,credit,Kolkata,POS,Fuel,0
T013233,C0446,2025-12-17 23:58:12.988110,1022.37,debit,Mumbai,ATM,Grocery,0
T013234,C1232,2025-08-18 19:28:12.988110,23301.48,debit,Chennai,POS,Grocery,0
T013235,C1494,2025-09-02 19:36:12.988110,9602.78,debit,Hyderabad,Mobile Banking,Shopping,0
T013236,C0716,2025-12-28 08:47:12.988110,6681.56,debit,Kolkata,ATM,Grocery,0
T013237,C0976,2025-11-29 10:24:12.988110,4478.62,debit,Chennai,POS,Fuel,0
T013238,C0819,2025-11-09 11:53:12.988110,1388.98,debit,Chennai,Mobile Banking,Fuel,0
T013239,C0104,2025-10-21 14:44:12.988110,635.01,credit,Mumbai,Mobile Banking,Shopping,0
T013240,C0742,2026-02-07 23:36:12.988110,3083.77,debit,Chennai,POS,Fuel,0
T013241,C0426,2026-01-04 12:45:12.988110,2576.35,credit,Mumbai,Mobile Banking,Travel,0
T013242,C1125,2026-01-22 22:29:12.988110,5611.67,debit,Delhi,POS,Grocery,0
T013243,C1565,2025-10-07 03:26:12.988110,932.19,debit,Delhi,POS,Grocery,0
T013244,C0639,2025-12-15 02:01:12.988110,4129.15,debit,Chennai,Mobile Banking,Utilities,1
T013245,C0850,2025-10-05 06:52:12.988110,5910.24,debit,Kolkata,POS,Restaurant,0
T013246,C1546,2025-12-15 11:19:12.988110,1776.0,debit,Hyderabad,ATM,Travel,0
T013247,C1130,2025-12-02 01:16:12.988110,7570.96,debit,Hyderabad,ATM,Utilities,1
T013248,C1703,2025-08-17 06:06:12.988110,2826.79,debit,Bangalore,Online,Travel,0
T013249,C0769,2025-12-26 14:11:12.988110,887.45,debit,Bangalore,POS,Fuel,0
T013250,C1831,2025-09-20 13:22:12.988110,1083.14,debit,Bangalore,ATM,Electronics,0
T013251,C0277,2025-09-03 18:32:12.988110,1634.88,debit,Hyderabad,Online,Utilities,0
T013252,C1089,2025-08-28 00:31:12.988110,860.63,credit,Chennai,POS,Shopping,0
T013253,C1807,2025-12-17 04:28:12.988110,4138.19,credit,Hyderabad,ATM,Electronics,0
T013254,C0900,2025-10-25 04:03:12.988110,14893.51,debit,Kolkata,Online,Travel,0
T013255,C0188,2025-08-25 08:26:12.988110,11320.34,debit,Chennai,POS,Grocery,0
T013256,C1341,2025-12-02 08:20:12.988110,1955.99,debit,Kolkata,ATM,Restaurant,0
T013257,C1940,2025-12-13 05:11:12.988110,10000.17,credit,Mumbai,POS,Fuel,0
T013258,C1162,2025-11-14 21:24:12.988110,15398.07,credit,Hyderabad,ATM,Utilities,0
T013259,C1367,2026-01-12 18:08:12.988110,1741.88,debit,Hyderabad,POS,Fuel,0
T013260,C0105,2025-12-21 04:18:12.988110,11784.41,debit,Bangalore,Mobile Banking,Fuel,0
T013261,C0546,2025-11-06 13:46:12.988110,29817.43,credit,Kolkata,Mobile Banking,Electronics,0
T013262,C0380,2025-11-14 14:54:12.988110,7989.32,debit,Hyderabad,Online,Grocery,0
T013263,C0110,2025-08-17 01:21:12.988110,2473.31,debit,Delhi,POS,Shopping,1
T013264,C1968,2025-10-25 12:35:12.988110,4689.38,debit,Bangalore,ATM,Shopping,0
T013265,C0545,2025-11-16 19:26:12.988110,2264.25,debit,Mumbai,POS,Shopping,0
T013266,C0354,2025-12-08 08:21:12.988110,27559.14,debit,Kolkata,Mobile Banking,Travel,0
T013267,C0743,2025-12-13 02:25:12.988110,351.33,debit,Mumbai,POS,Electronics,1
T013268,C0317,2026-01-15 19:15:12.988110,11178.39,debit,Mumbai,Online,Grocery,0
T013269,C1290,2026-01-31 19:27:12.988110,387.37,credit,Hyderabad,Mobile Banking,Fuel,0
T013270,C1718,2025-08-26 16:22:12.988110,215.57,credit,Delhi,Online,Restaurant,0
T013271,C1876,2025-12-25 00:33:12.988110,14062.02,debit,Bangalore,Online,Electronics,1
T013272,C1089,2025-08-16 19:35:12.988110,10097.64,credit,Bangalore,Mobile Banking,Travel,0
T013273,C0333,2025-11-14 14:07:12.988110,2243.65,debit,Bangalore,Mobile Banking,Electronics,0
T013274,C1537,2025-11-14 16:43:12.988110,15795.04,debit,Delhi,Mobile Banking,Travel,0
T013275,C1157,2025-11-25 02:15:12.988110,9897.33,debit,Bangalore,ATM,Fuel,1
T013276,C0592,2025-08-25 21:57:12.988110,11613.07,credit,Hyderabad,ATM,Restaurant,0
T013277,C0783,2025-09-21 23:52:12.988110,4520.77,credit,Mumbai,POS,Shopping,0
T013278,C1777,2025-08-17 19:23:12.988110,15889.69,debit,Delhi,POS,Grocery,0
T013279,C0540,2025-09-02 13:49:12.988110,8292.67,debit,Kolkata,ATM,Utilities,0
T013280,C0735,2025-08-29 10:47:12.988110,14063.13,debit,Chennai,Mobile Banking,Utilities,0
T013281,C1559,2025-11-02 22:25:12.988110,1653.02,debit,Kolkata,Online,Utilities,0
T013282,C1520,2025-12-19 20:02:12.988110,3797.48,debit,Delhi,ATM,Shopping,0
T013283,C0621,2025-12-24 19:00:12.988110,10112.01,debit,Delhi,Online,Utilities,0
T013284,C0619,2025-09-16 16:45:12.988110,4334.28,debit,Delhi,Mobile Banking,Restaurant,0
T013285,C1681,2026-02-02 00:29:12.988110,8074.72,credit,Kolkata,Mobile Banking,Electronics,0
T013286,C1393,2025-12-05 07:17:12.988110,18077.58,debit,Kolkata,Online,Travel,0
T013287,C1890,2026-01-25 16:35:12.988110,8162.58,debit,Chennai,POS,Travel,0
T013288,C0909,2025-09-24 09:50:12.988110,1894.31,debit,Hyderabad,POS,Fuel,0
T013289,C1934,2025-09-11 00:19:12.988110,631.78,debit,Delhi,ATM,Utilities,1
T013290,C1675,2025-10-22 19:14:12.988110,1592.4,debit,Delhi,POS,Electronics,0
T013291,C1820,2025-12-31 22:00:12.988110,5435.26,debit,Hyderabad,Mobile Banking,Fuel,0
T013292,C1834,2025-11-05 23:03:12.988110,55.02,debit,Bangalore,ATM,Utilities,0
T013293,C0992,2026-01-03 02:25:12.988110,1051.87,debit,Kolkata,Online,Utilities,1
T013294,C0099,2025-10-16 17:12:12.988110,1979.33,debit,Hyderabad,POS,Shopping,0
T013295,C0317,2025-12-26 21:43:12.988110,10406.21,debit,Delhi,ATM,Travel,0
T013296,C0123,2025-11-29 18:22:12.988110,261.75,debit,Kolkata,Online,Restaurant,0
T013297,C1344,2026-01-07 23:31:12.988110,256.13,credit,Bangalore,Online,Travel,0
T013298,C0799,2026-01-24 21:47:12.988110,4012.38,credit,Mumbai,POS,Electronics,0
T013299,C1617,2025-10-30 15:41:12.988110,978.65,debit,Mumbai,Mobile Banking,Grocery,0
T013300,C1519,2025-10-22 04:45:12.988110,1386.78,debit,Hyderabad,POS,Grocery,0
T013301,C0457,2025-08-31 23:28:12.988110,1018.15,debit,Mumbai,Mobile Banking,Shopping,0
T013302,C0522,2025-08-23 20:41:12.988110,4356.67,credit,Hyderabad,Mobile Banking,Grocery,0
T013303,C0520,2025-12-18 05:47:12.988110,285.75,debit,Kolkata,ATM,Electronics,0
T013304,C0917,2025-09-25 06:03:12.988110,14067.06,debit,Hyderabad,Online,Fuel,0
T013305,C0717,2026-01-02 08:30:12.988110,657.03,credit,Bangalore,Mobile Banking,Grocery,0
T013306,C0315,2025-08-19 05:11:12.988110,15140.81,debit,Bangalore,POS,Shopping,0
T013307,C1970,2025-10-14 16:40:12.988110,7528.3,debit,Bangalore,ATM,Utilities,0
T013308,C0709,2025-10-23 11:40:12.988110,8801.77,debit,Delhi,Online,Restaurant,0
T013309,C0710,2025-10-12 23:33:12.988110,948.59,debit,Hyderabad,Online,Electronics,0
T013310,C1566,2025-09-16 06:26:12.988110,5537.97,credit,Hyderabad,POS,Utilities,0
T013311,C1503,2025-09-26 20:43:12.988110,8493.32,debit,Delhi,Online,Shopping,0
T013312,C1937,2025-10-24 02:49:12.988110,4082.63,credit,Bangalore,POS,Travel,0
T013313,C1995,2025-10-09 14:47:12.988110,4004.49,credit,Kolkata,ATM,Shopping,0
T013314,C1044,2025-11-07 12:44:12.988110,868.28,debit,Delhi,ATM,Electronics,0
T013315,C0560,2026-01-21 21:36:12.988110,2674.16,debit,Hyderabad,POS,Shopping,0
T013316,C0969,2025-10-06 03:34:12.988110,815.77,debit,Delhi,POS,Shopping,0
T013317,C1154,2025-11-24 13:19:12.988110,18033.32,credit,Bangalore,Online,Grocery,0
T013318,C1317,2026-01-18 15:19:12.988110,5773.53,debit,Hyderabad,Online,Fuel,0
T013319,C1921,2025-12-01 12:00:12.988110,248.17,debit,Mumbai,POS,Travel,0
T013320,C1156,2025-10-23 01:50:12.988110,3238.65,debit,Bangalore,POS,Grocery,1
T013321,C0356,2025-08-13 22:41:12.988110,5080.06,credit,Hyderabad,Mobile Banking,Travel,0
T013322,C1078,2025-11-29 14:38:12.988110,502.64,credit,Bangalore,ATM,Restaurant,0
T013323,C0890,2026-01-27 11:49:12.988110,5467.95,debit,Chennai,Online,Shopping,0
T013324,C0793,2025-10-27 19:49:12.988110,975.85,credit,Kolkata,POS,Fuel,0
T013325,C1411,2025-08-23 00:20:12.988110,2620.22,credit,Delhi,Mobile Banking,Utilities,0
T013326,C0265,2025-10-05 19:21:12.988110,4911.54,debit,Chennai,POS,Shopping,0
T013327,C0982,2025-09-27 07:47:12.988110,2271.08,debit,Kolkata,Mobile Banking,Grocery,0
T013328,C1239,2025-08-31 11:32:12.988110,2397.31,debit,Mumbai,Mobile Banking,Travel,0
T013329,C1484,2025-09-11 03:22:12.988110,9277.18,debit,Delhi,Online,Utilities,0
T013330,C1482,2025-12-10 10:26:12.988110,1849.99,debit,Kolkata,POS,Restaurant,0
T013331,C0802,2026-01-19 16:01:12.988110,5323.87,credit,Kolkata,ATM,Grocery,0
T013332,C0043,2025-10-29 01:51:12.988110,9457.43,debit,Hyderabad,Online,Grocery,1
T013333,C1610,2025-12-20 21:06:12.988110,828.2,debit,Delhi,POS,Travel,0
T013334,C0862,2025-11-19 06:17:12.988110,235.08,credit,Kolkata,Mobile Banking,Restaurant,0
T013335,C1302,2025-11-23 06:38:12.988110,8730.13,debit,Kolkata,ATM,Travel,0
T013336,C1862,2026-02-08 13:39:12.988110,4005.12,debit,Bangalore,Online,Utilities,0
T013337,C1778,2025-08-15 10:21:12.988110,8792.63,debit,Hyderabad,ATM,Travel,0
T013338,C1154,2025-09-04 01:39:12.988110,1197.86,debit,Hyderabad,POS,Travel,1
T013339,C0350,2025-11-09 12:01:12.988110,8937.81,credit,Chennai,ATM,Fuel,0
T013340,C1730,2025-12-29 11:07:12.988110,500.82,credit,Delhi,POS,Shopping,0
T013341,C1568,2025-12-20 11:14:12.988110,10736.59,credit,Hyderabad,ATM,Travel,0
T013342,C1130,2025-10-08 04:06:12.988110,8644.87,credit,Kolkata,Online,Restaurant,0
T013343,C0912,2025-10-04 02:35:12.988110,4188.95,debit,Kolkata,POS,Fuel,1
T013344,C1740,2025-10-07 09:58:12.988110,4686.8,debit,Kolkata,POS,Travel,0
T013345,C0001,2025-10-12 07:22:12.988110,2122.05,debit,Mumbai,Online,Travel,0
T013346,C1781,2025-12-30 17:09:12.988110,1125.83,debit,Kolkata,Mobile Banking,Shopping,0
T013347,C0584,2025-10-11 23:35:12.988110,3038.87,debit,Kolkata,Mobile Banking,Utilities,0
T013348,C0432,2025-09-10 19:25:12.988110,5356.72,credit,Hyderabad,Online,Utilities,0
T013349,C1330,2025-09-30 01:30:12.988110,32395.67,debit,Mumbai,Online,Electronics,1
T013350,C1933,2025-12-17 04:38:12.988110,8498.26,credit,Kolkata,Mobile Banking,Electronics,0
T013351,C1551,2025-10-20 16:32:12.988110,2848.53,credit,Chennai,POS,Electronics,0
T013352,C0053,2025-12-29 12:43:12.988110,6798.22,debit,Delhi,Online,Travel,0
T013353,C0940,2025-08-29 00:59:12.988110,571.71,credit,Chennai,POS,Utilities,0
T013354,C0520,2025-09-02 08:25:12.988110,2681.03,debit,Mumbai,Online,Restaurant,0
T013355,C1354,2025-11-01 12:23:12.988110,2766.27,debit,Hyderabad,ATM,Electronics,0
T013356,C1582,2025-09-04 18:17:12.988110,33727.38,credit,Mumbai,Mobile Banking,Shopping,0
T013357,C1349,2026-01-26 18:22:12.988110,2479.81,debit,Kolkata,Mobile Banking,Utilities,0
T013358,C1138,2025-12-11 19:24:12.988110,434.77,credit,Kolkata,ATM,Grocery,0
T013359,C0147,2026-01-18 22:34:12.988110,347.97,debit,Mumbai,ATM,Restaurant,0
T013360,C1190,2025-11-24 03:57:12.988110,5993.01,credit,Bangalore,Online,Fuel,0
T013361,C1403,2025-09-03 13:33:12.988110,1706.07,debit,Kolkata,Mobile Banking,Electronics,0
T013362,C1163,2025-09-19 14:00:12.988110,10159.49,debit,Chennai,Online,Utilities,0
T013363,C0629,2025-12-07 02:34:12.988110,3298.06,debit,Bangalore,POS,Restaurant,1
T013364,C0299,2025-08-19 07:15:12.988110,2005.17,debit,Hyderabad,ATM,Fuel,0
T013365,C1300,2025-09-10 05:00:12.988110,7117.17,credit,Delhi,ATM,Fuel,0
T013366,C1940,2025-11-15 04:55:12.988110,2702.41,debit,Mumbai,ATM,Shopping,0
T013367,C0789,2025-11-08 18:10:12.988110,6685.3,credit,Chennai,POS,Restaurant,0
T013368,C0850,2025-10-05 23:32:12.988110,6260.42,debit,Delhi,ATM,Travel,0
T013369,C1849,2026-01-04 05:22:12.988110,6422.51,debit,Bangalore,ATM,Utilities,0
T013370,C0178,2025-12-26 09:18:12.988110,9728.82,debit,Bangalore,Mobile Banking,Restaurant,0
T013371,C0842,2025-08-31 12:43:12.988110,9432.53,credit,Kolkata,POS,Travel,0
T013372,C1378,2025-10-19 02:11:12.988110,5462.28,credit,Hyderabad,POS,Grocery,0
T013373,C1178,2026-02-07 19:27:12.988110,15728.34,debit,Hyderabad,ATM,Utilities,0
T013374,C1950,2026-02-03 03:06:12.988110,104.73,debit,Bangalore,Mobile Banking,Electronics,0
T013375,C1225,2025-09-15 14:37:12.988110,13326.6,debit,Kolkata,POS,Grocery,0
T013376,C0878,2025-08-16 00:22:12.988110,802.33,credit,Kolkata,POS,Travel,0
T013377,C1139,2025-12-29 12:29:12.988110,1189.02,debit,Delhi,POS,Utilities,0
T013378,C1695,2025-12-10 06:40:12.988110,8502.26,credit,Delhi,POS,Utilities,0
T013379,C1578,2025-11-25 03:23:12.988110,2557.76,debit,Chennai,ATM,Utilities,0
T013380,C0759,2025-09-25 11:35:12.988110,2769.63,credit,Mumbai,POS,Grocery,0
T013381,C1092,2025-09-18 10:38:12.988110,1513.82,debit,Hyderabad,Mobile Banking,Travel,0
T013382,C1469,2025-10-04 23:13:12.988110,1270.86,credit,Kolkata,POS,Fuel,0
T013383,C0445,2025-09-20 13:28:12.988110,561.59,debit,Hyderabad,ATM,Grocery,0
T013384,C1350,2025-12-12 08:50:12.988110,1095.58,debit,Kolkata,ATM,Utilities,0
T013385,C1870,2025-12-10 02:00:12.988110,4182.16,debit,Mumbai,Mobile Banking,Travel,1
T013386,C0708,2025-12-11 06:49:12.988110,6131.24,debit,Chennai,POS,Fuel,0
T013387,C0602,2025-10-20 08:27:12.988110,6713.1,debit,Delhi,Online,Grocery,0
T013388,C1647,2025-08-16 03:47:12.988110,2311.16,credit,Delhi,POS,Restaurant,0
T013389,C1904,2025-11-26 23:57:12.988110,12752.33,credit,Kolkata,Online,Utilities,0
T013390,C1383,2025-09-05 13:15:12.988110,1992.9,debit,Delhi,Online,Utilities,0
T013391,C0145,2025-11-14 13:42:12.988110,589.06,credit,Hyderabad,Mobile Banking,Restaurant,0
T013392,C0275,2025-10-09 21:01:12.988110,14522.4,debit,Delhi,POS,Restaurant,0
T013393,C0509,2025-08-25 16:55:12.988110,3890.01,credit,Hyderabad,ATM,Grocery,0
T013394,C1203,2025-09-02 06:01:12.988110,17767.59,debit,Kolkata,POS,Travel,0
T013395,C0753,2025-08-19 19:12:12.988110,2501.63,debit,Mumbai,ATM,Shopping,0
T013396,C1862,2025-08-29 14:58:12.988110,7081.57,debit,Bangalore,ATM,Shopping,0
T013397,C1855,2025-10-03 19:22:12.988110,582.31,debit,Kolkata,Online,Travel,0
T013398,C0477,2026-01-05 18:38:12.988110,9623.45,debit,Hyderabad,POS,Shopping,0
T013399,C1867,2025-12-08 11:19:12.988110,935.87,debit,Mumbai,POS,Travel,0
T013400,C2000,2025-09-10 09:28:12.988110,355.76,debit,Chennai,POS,Restaurant,0
T013401,C1438,2025-08-22 11:27:12.988110,514.34,credit,Kolkata,Online,Shopping,0
T013402,C1177,2026-01-16 19:07:12.988110,4075.17,credit,Kolkata,ATM,Fuel,0
T013403,C1128,2025-12-20 11:17:12.988110,1725.66,debit,Chennai,ATM,Restaurant,0
T013404,C1099,2025-10-21 05:22:12.988110,16215.12,credit,Delhi,Online,Electronics,0
T013405,C1152,2025-09-11 09:07:12.988110,9575.63,credit,Mumbai,Mobile Banking,Utilities,0
T013406,C1735,2025-11-11 21:42:12.988110,8130.57,debit,Chennai,Mobile Banking,Electronics,0
T013407,C0666,2025-11-16 07:16:12.988110,8294.15,debit,Kolkata,Mobile Banking,Fuel,0
T013408,C0568,2025-10-09 12:44:12.988110,11067.26,credit,Bangalore,Mobile Banking,Travel,0
T013409,C1814,2025-10-05 06:54:12.988110,10020.19,credit,Mumbai,POS,Electronics,0
T013410,C1369,2025-09-03 05:46:12.988110,13169.88,debit,Kolkata,Online,Shopping,0
T013411,C0531,2025-10-25 20:16:12.988110,13618.33,credit,Mumbai,ATM,Grocery,0
T013412,C0159,2025-09-26 10:40:12.988110,1771.4,credit,Hyderabad,ATM,Travel,0
T013413,C1562,2025-12-18 19:43:12.988110,1239.51,credit,Mumbai,ATM,Fuel,0
T013414,C1450,2025-10-11 20:24:12.988110,5151.47,credit,Chennai,ATM,Shopping,0
T013415,C0681,2025-11-10 14:27:12.988110,658.13,credit,Kolkata,Mobile Banking,Grocery,0
T013416,C0023,2025-09-03 09:08:12.988110,1185.86,debit,Kolkata,Mobile Banking,Electronics,0
T013417,C1071,2025-12-07 10:59:12.988110,7413.07,credit,Kolkata,ATM,Fuel,0
T013418,C0525,2025-08-23 07:53:12.988110,5239.63,debit,Bangalore,ATM,Fuel,0
T013419,C0729,2025-11-08 14:49:12.988110,5261.3,debit,Mumbai,ATM,Fuel,0
T013420,C1858,2025-08-20 21:27:12.988110,15042.92,debit,Hyderabad,Online,Shopping,0
T013421,C1730,2025-11-08 00:42:12.988110,5507.45,debit,Bangalore,ATM,Travel,1
T013422,C0144,2025-10-03 22:17:12.988110,2817.68,debit,Bangalore,Online,Fuel,0
T013423,C1609,2025-11-18 14:16:12.988110,1644.83,debit,Bangalore,Mobile Banking,Grocery,0
T013424,C0668,2025-09-12 13:38:12.988110,2066.65,debit,Chennai,ATM,Utilities,0
T013425,C1613,2025-12-25 15:08:12.988110,1627.36,debit,Mumbai,ATM,Utilities,0
